GEO_NAME,0 to 4 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,5 to 9 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,High (secondary) school diploma or equivalency certificate,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",Immigrants,Non-immigrants,Non-permanent residents,Married or living common-law,Not married and not living common-law,With children,Without children,Apartment in a building that has fewer than five storeys,Apartment in a building that has five or more storeys,Apartment or flat in a duplex,Movable dwelling,Other single-attached house,Row house,Semi-detached house,Single-detached house,"$10,000 to $19,999","$100,000 and over","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","Under $10,000 (including loss)",k3_seg,k3_2_seg,k3mix
Abbotsford - Mission,0.012504786,0.014282544,0.015918267,-0.007085755,-0.026129117,-0.01372647,-0.001692233,-0.014565492,-0.019704395,0.017489653,-0.025937421,-0.037973423,-0.029889278,-0.020656899,-0.016409333,-0.022308709,-0.013336368,-0.023703094,0.084161642,0.069042787,-0.076339044,-0.011070818,-0.015773294,0.000804832,-0.01567897,-0.034852515,0.0068794,-0.023730401,-0.01411661,-0.157127012,0.478004214,-0.316142258,-0.179678116,-0.035821967,-0.175005922,-0.096111228,0.026226541,-0.095233241,0.003283929,0.002008043,-0.019951075,-0.01517246,-0.017626832,-0.023895335,-0.041715234,-0.055196867,0.008891026,0,1,1
Alma,-0.272468433,-0.262848867,-0.260670622,-0.263383967,-0.26005944,-0.263809624,-0.26475278,-0.257600496,-0.259383587,-0.271312419,-0.258609173,-0.256334226,-0.257207216,-0.267026626,-0.275097639,-0.262276436,-0.255166763,-0.255896667,-0.291136424,-0.252939616,-0.249205769,-0.203920057,-0.294374548,-0.220307124,-0.261358619,-0.258915357,-0.251834102,-0.279955713,-0.198761289,-0.176187278,-0.154480823,-0.579568253,-0.052995543,-0.274420981,-0.215540192,-0.322741028,-0.243366964,-0.257034203,-0.251054839,-0.265678644,-0.265948098,-0.268774896,-0.279854142,-0.281129397,-0.271991243,-0.279516597,-0.245809763,0,7,7
Amos,-0.28421829,-0.278495521,-0.275313563,-0.272699668,-0.267138773,-0.272022535,-0.276245205,-0.272105091,-0.271407626,-0.282313076,-0.270748569,-0.279652196,-0.290062236,-0.299206734,-0.300720768,-0.299486622,-0.294206648,-0.300173046,-0.307342818,-0.264286451,-0.270613398,-0.204022682,-0.323173866,-0.22011435,-0.283527062,-0.27451747,-0.264292217,-0.310940011,-0.219660221,-0.176608966,-0.221949367,-0.579568253,-0.20501463,-0.277325276,-0.265891356,-0.342394281,-0.269547329,-0.264050789,-0.27322889,-0.287527411,-0.291310511,-0.291850029,-0.29363315,-0.290123595,-0.284028904,-0.285990065,-0.258586352,0,7,7
Baie-Comeau,-0.280145006,-0.274119762,-0.270161417,-0.266644463,-0.264015538,-0.266068175,-0.269919099,-0.263690212,-0.25995616,-0.276046879,-0.254000698,-0.255135639,-0.26448139,-0.280311992,-0.28334618,-0.270376613,-0.273602264,-0.282668431,-0.29383749,-0.253003362,-0.25706597,-0.203749016,-0.303974321,-0.21876493,-0.266457137,-0.263341488,-0.256461402,-0.286589631,-0.212394284,-0.175006554,-0.233671701,0.62324478,-0.171232611,-0.272410315,-0.235807327,-0.322380889,-0.258705767,-0.248721073,-0.262141864,-0.272516208,-0.274494129,-0.275271778,-0.282979278,-0.281129397,-0.271099564,-0.267976937,-0.251522872,0,4,4
Barrie,0.025194633,0.038150321,0.050763043,0.014689695,0.004686805,0.007421777,0.004212132,0.009239759,0.026674044,0.026819325,0.027341038,0.041569185,0.010967333,-0.023313972,-0.02781689,-0.0230681,-0.018397094,-0.011346895,0.078797025,0.034556055,-0.02124072,-0.070567588,0.075716828,-0.092883407,0.013474666,0.005807537,0.033871981,-0.00359451,-0.143779872,-0.101970314,-0.03543401,-0.574597951,-0.162787106,0.028072526,-0.126554801,0.153155827,0.018276063,-0.004055749,0.009912042,0.022442141,0.010833012,0.00913484,0.018170179,0.023953798,0.02092519,0.034024406,-0.002223568,0,1,1
Bathurst,-0.281711654,-0.275578348,-0.267043013,-0.261637274,-0.26005944,-0.264630915,-0.269497359,-0.25992566,-0.252856251,-0.282313076,-0.242985321,-0.250559215,-0.254903728,-0.255365027,-0.250527515,-0.248860519,-0.245045312,-0.261388311,-0.273692042,-0.235664377,-0.255859297,-0.201918872,-0.292945624,-0.21317448,-0.260010994,-0.256581579,-0.251596805,-0.267000063,-0.223180829,-0.176608966,-0.209966537,-0.336023465,-0.137450591,-0.25118662,-0.251007679,-0.290328593,-0.23750449,-0.265499867,-0.236051202,-0.2500387,-0.260893995,-0.276503946,-0.284968001,-0.281848932,-0.276895475,-0.283456969,-0.23427967,0,7,7
Belleville - Quinte West,-0.147449945,-0.148813932,-0.151390894,-0.161726385,-0.151058528,-0.153037981,-0.161004652,-0.159389996,-0.15780908,-0.150722933,-0.143622119,-0.114791969,-0.108450357,-0.10996408,-0.103984275,-0.109132475,-0.096115382,-0.100757724,-0.1009739,-0.11295281,-0.159796587,-0.171362317,-0.112212689,-0.181366744,-0.137728936,-0.141502163,-0.148609729,-0.11496628,-0.151794874,-0.132331799,-0.199546685,-0.26643924,-0.002322514,-0.185281462,-0.181972749,-0.069152315,-0.102828199,-0.184198983,-0.124939928,-0.126883961,-0.12415751,-0.127747746,-0.138086614,-0.131286059,-0.164766886,-0.17960003,-0.152322524,0,1,1
Brandon,-0.215129126,-0.222141047,-0.213081063,-0.200502988,-0.209358921,-0.211862959,-0.215936334,-0.216744042,-0.220906659,-0.215612887,-0.230958327,-0.241515329,-0.254055074,-0.26200771,-0.259302559,-0.260504523,-0.235646821,-0.232900407,-0.222897002,-0.222022675,-0.233004621,-0.165221928,-0.259417865,-0.179631777,-0.237101357,-0.221977279,-0.216180166,-0.257400394,-0.16887357,-0.164464371,-0.225596316,0.528809046,-0.230351145,-0.214101006,-0.225357086,-0.272012995,-0.222727843,-0.236670848,-0.224662899,-0.226303708,-0.227720694,-0.231249801,-0.237806859,-0.239756086,-0.235878258,-0.231106317,-0.209661364,0,4,4
Brantford,-0.076167474,-0.079332181,-0.079667599,-0.10245524,-0.101399087,-0.103349866,-0.100906652,-0.099710785,-0.094138927,-0.08082002,-0.092366892,-0.083737663,-0.085900418,-0.079850584,-0.080642657,-0.086350729,-0.089247254,-0.07621694,-0.052204659,-0.038624661,-0.120870566,-0.12871313,-0.057199106,-0.169029198,-0.093369591,-0.095641406,-0.08198848,-0.096079126,-0.171794926,-0.099946215,-0.160472239,-0.579568253,-0.103668572,-0.074024618,-0.099320838,-0.017240971,-0.072070286,-0.135693015,-0.082098216,-0.077763533,-0.082346286,-0.07386843,-0.07842493,-0.100166134,-0.106807775,-0.10979916,-0.105994403,0,1,1
Brockville,-0.27732504,-0.27106999,-0.260670622,-0.258493225,-0.256519773,-0.260832444,-0.268759313,-0.265240321,-0.256062661,-0.277857114,-0.249504626,-0.253501202,-0.25902576,-0.264664783,-0.254564035,-0.251898085,-0.230947576,-0.240451418,-0.26656423,-0.256700645,-0.255311246,-0.194546986,-0.297037543,-0.220692672,-0.267190844,-0.251058974,-0.253257887,-0.277614331,-0.202057178,-0.165139071,-0.246696517,-0.614360365,-0.129005087,-0.247835511,-0.220606976,-0.307203638,-0.238869724,-0.254517384,-0.246113882,-0.256168929,-0.265948098,-0.269110942,-0.276160799,-0.276452414,-0.275557957,-0.271072944,-0.242901271,0,7,7
Brooks,-0.282181648,-0.277965126,-0.274228901,-0.274446362,-0.272344166,-0.274178425,-0.273925633,-0.271108592,-0.271178597,-0.281338335,-0.275357043,-0.293708356,-0.310308687,-0.321939471,-0.324237887,-0.320243324,-0.311196227,-0.305321463,-0.298376781,-0.273848392,-0.285261735,-0.180179503,-0.346582243,-0.21086119,-0.296074954,-0.281619399,-0.264766811,-0.331231994,-0.235090973,-0.176693303,-0.243831057,-0.256498637,-0.281024174,-0.260569728,-0.257657833,-0.367449608,-0.28191474,-0.272745255,-0.283050548,-0.295858235,-0.302061969,-0.288489573,-0.302298299,-0.30307524,-0.298964521,-0.293026443,-0.25941735,0,7,7
Campbell River,-0.261658563,-0.251710571,-0.248874919,-0.255232729,-0.248919901,-0.247486462,-0.248937516,-0.245531788,-0.244840224,-0.256969789,-0.239388463,-0.244566279,-0.239627962,-0.235584594,-0.234030431,-0.238482168,-0.244322351,-0.251434706,-0.242667302,-0.246756228,-0.244018517,-0.189638096,-0.277123535,-0.21548777,-0.248114454,-0.245325122,-0.241333692,-0.251000614,-0.204529095,-0.176693303,-0.214655471,0.295204862,-0.272578669,-0.237335367,-0.229473848,-0.281273691,-0.232204171,-0.239645271,-0.235448646,-0.240607577,-0.250877679,-0.257013299,-0.263944359,-0.255585874,-0.257724384,-0.254467092,-0.22898206,0,4,4
Campbellton,-0.299728103,-0.294274774,-0.2868381,-0.282481154,-0.276612587,-0.281364722,-0.286894148,-0.286056076,-0.278851079,-0.300136927,-0.273895819,-0.281831446,-0.295517866,-0.303044729,-0.30317778,-0.302777319,-0.290953324,-0.293308491,-0.307417848,-0.27627075,-0.281348461,-0.203834536,-0.337670952,-0.221463769,-0.296314532,-0.278541226,-0.273428167,-0.320851864,-0.22947298,-0.176693303,-0.236276664,-0.505013726,-0.120559582,-0.274197574,-0.27254151,-0.355410703,-0.270671639,-0.278312764,-0.272445567,-0.285326815,-0.299121399,-0.308652311,-0.311815759,-0.309371178,-0.302085397,-0.302595917,-0.260456097,0,7,7
Campbellton (New Brunswick part),-0.301138086,-0.296263755,-0.288193928,-0.28352917,-0.277965989,-0.282596659,-0.288475675,-0.287716907,-0.280797829,-0.302364908,-0.27580665,-0.28466447,-0.298427536,-0.306735108,-0.306863299,-0.305814885,-0.294206648,-0.295539472,-0.309631221,-0.280924227,-0.282920501,-0.203877297,-0.34107439,-0.221463769,-0.298560575,-0.280683876,-0.274792627,-0.32373957,-0.231495458,-0.176693303,-0.237058153,-0.509984028,-0.120559582,-0.274420981,-0.274758228,-0.359989603,-0.274044569,-0.278808501,-0.27539809,-0.287920374,-0.301418719,-0.31100463,-0.31366243,-0.310450482,-0.303645834,-0.303158827,-0.262014218,0,7,7
Campbellton (Quebec part),-0.312731279,-0.307932446,-0.302158955,-0.294824457,-0.288897313,-0.293581428,-0.299124619,-0.298235506,-0.294539588,-0.312112326,-0.293004127,-0.30754659,-0.323765909,-0.334486761,-0.334416938,-0.332140459,-0.321317679,-0.320766711,-0.326813,-0.310311257,-0.295876612,-0.204997618,-0.366210466,-0.224355381,-0.315136371,-0.299122737,-0.285115064,-0.347309489,-0.245053546,-0.176693303,-0.252427435,-0.644182176,-0.281024174,-0.285144532,-0.281408382,-0.391681761,-0.293238149,-0.283460803,-0.296849074,-0.313541589,-0.323932455,-0.325566608,-0.32587887,-0.321963055,-0.314345978,-0.312446846,-0.276764427,0,7,7
Camrose,-0.284688285,-0.279821509,-0.276940557,-0.271884544,-0.267138773,-0.270482615,-0.276034334,-0.27520531,-0.273812434,-0.283566316,-0.271085774,-0.28335692,-0.297215173,-0.303339959,-0.30107177,-0.291892707,-0.276132627,-0.270140618,-0.293462342,-0.278756854,-0.274569939,-0.196924462,-0.327655492,-0.217415511,-0.288767829,-0.274145273,-0.264529514,-0.311642426,-0.223031016,-0.175681254,-0.242528576,-0.480162217,-0.264133164,-0.265261281,-0.247840939,-0.344040627,-0.273723338,-0.262716113,-0.267986655,-0.284462296,-0.295078116,-0.29745079,-0.297894699,-0.293181622,-0.289378976,-0.282894059,-0.259313475,0,7,7
Canmore,-0.29471483,-0.290959805,-0.284668776,-0.277124626,-0.266410019,-0.267505434,-0.272554976,-0.273323034,-0.270376994,-0.294149227,-0.270074158,-0.283901733,-0.297700118,-0.305406572,-0.311426322,-0.312902539,-0.306858462,-0.307037601,-0.306855126,-0.303107929,-0.268863482,-0.191570864,-0.339190808,-0.203150224,-0.288146423,-0.280221144,-0.267021137,-0.31015955,-0.222057231,-0.172392093,-0.233150709,-0.639211874,-0.272578669,-0.225718186,-0.247840939,-0.369764782,-0.281031353,-0.248187202,-0.282267225,-0.288549115,-0.299029506,-0.298234896,-0.300025473,-0.294620694,-0.284697663,-0.2851457,-0.260352223,0,7,7
Cape Breton,-0.195389365,-0.180239839,-0.169287823,-0.168946053,-0.171359558,-0.189893421,-0.196747148,-0.188288463,-0.167313797,-0.190687347,-0.152951469,-0.136366539,-0.114633405,-0.094907332,-0.101176261,-0.109132475,-0.105875353,-0.125470122,-0.1498932,-0.106833168,-0.163815626,-0.196394233,-0.130269095,-0.134329851,-0.179310675,-0.128475253,-0.186162044,-0.16007692,-0.17891105,-0.173066792,-0.153959831,0.51389814,-0.162787106,-0.251633435,-0.102170904,-0.064161829,-0.116801768,-0.227404378,-0.095053164,-0.121146695,-0.141525249,-0.168857329,-0.191640079,-0.207736741,-0.208682059,-0.20267935,-0.140584682,0,4,4
Centre Wellington,-0.261815228,-0.260727287,-0.255789642,-0.260589257,-0.256936205,-0.256623326,-0.260324506,-0.260589993,-0.255261059,-0.263653733,-0.250965849,-0.258949326,-0.271391856,-0.275588306,-0.272465125,-0.270882874,-0.262396372,-0.265507044,-0.273316894,-0.266198839,-0.255147792,-0.192545801,-0.29923289,-0.22011435,-0.264046384,-0.264407784,-0.239613286,-0.284170202,-0.223555362,-0.174837879,-0.243831057,-0.549746442,-0.255687659,-0.252527064,-0.247207591,-0.306894949,-0.255734376,-0.238386861,-0.260213686,-0.270629983,-0.277067127,-0.270903185,-0.264086411,-0.263141001,-0.264857813,-0.255030002,-0.245186515,0,7,7
Charlottetown,-0.204162592,-0.186471981,-0.184608678,-0.147170603,-0.180208724,-0.192973263,-0.197168888,-0.191167238,-0.184032938,-0.196118051,-0.18341236,-0.193027027,-0.202287202,-0.192776193,-0.188400201,-0.20025946,-0.200944702,-0.206128643,-0.205677708,-0.218516631,-0.17564679,-0.167522436,-0.200780011,-0.06936496,-0.195272553,-0.184485934,-0.182661907,-0.201597439,-0.128648746,-0.175259566,-0.216218449,0.29023456,-0.22190564,-0.233090628,-0.137321717,-0.1927826,-0.187552998,-0.218137908,-0.175072563,-0.164058301,-0.180671581,-0.184427443,-0.192918544,-0.206657438,-0.20199447,-0.208308452,-0.181926816,0,4,4
Chatham-Kent,-0.155126519,-0.154117883,-0.146103166,-0.167199359,-0.175940303,-0.179216636,-0.174711214,-0.174226757,-0.163534813,-0.156292886,-0.150815835,-0.13331559,-0.116451949,-0.109668849,-0.109600303,-0.110144997,-0.110574599,-0.120493319,-0.122244792,-0.081207168,-0.177930335,-0.170968921,-0.129762477,-0.20392132,-0.152170991,-0.152627848,-0.158398247,-0.130419406,-0.170821141,-0.150801703,-0.214915967,-0.475191915,-0.145896096,-0.216781894,-0.191789643,-0.050785268,-0.115838073,-0.197660152,-0.132110341,-0.125233515,-0.13206029,-0.14567018,-0.16038872,-0.174098441,-0.187950531,-0.190295324,-0.143493174,0,1,1
Chilliwack,-0.113767019,-0.120835594,-0.12685041,-0.164404649,-0.158033754,-0.151087414,-0.14002307,-0.15330028,-0.146014069,-0.123151665,-0.138676439,-0.140180226,-0.131000297,-0.125463673,-0.108722799,-0.101032299,-0.108767197,-0.124097211,-0.082666677,-0.122387258,-0.164003117,-0.143790434,-0.123903887,-0.19370429,-0.137863699,-0.148503498,-0.13745675,-0.122536751,-0.133517672,-0.17180173,-0.162295713,0.966195603,-0.20501463,-0.020406862,-0.178489335,-0.133925735,-0.117444231,-0.168259129,-0.128736029,-0.130970781,-0.138492786,-0.143653906,-0.14731997,-0.151253178,-0.154735502,-0.143292319,-0.121160111,0,4,4
Cobourg,-0.290328216,-0.285258058,-0.277482888,-0.276309502,-0.271511303,-0.273973102,-0.277721296,-0.278526973,-0.273926949,-0.290668006,-0.271085774,-0.277472947,-0.28606144,-0.28680706,-0.274571136,-0.269364091,-0.251551959,-0.244570151,-0.287347429,-0.282454138,-0.269988428,-0.195795588,-0.324940536,-0.222813188,-0.283923863,-0.269950507,-0.26488546,-0.300715973,-0.22033438,-0.170536668,-0.24435205,-0.649152478,-0.230351145,-0.235324701,-0.257341159,-0.342188488,-0.262560544,-0.260275561,-0.267444355,-0.2790394,-0.287910477,-0.291401969,-0.293349047,-0.289763827,-0.287372699,-0.284301334,-0.256404984,0,7,7
Collingwood,-0.283748296,-0.277965126,-0.272059576,-0.27106942,-0.26391143,-0.267094789,-0.272660411,-0.270776426,-0.263964173,-0.283009321,-0.264454067,-0.272460673,-0.275998832,-0.276473997,-0.270183614,-0.264554611,-0.255889724,-0.248860498,-0.281382576,-0.277864407,-0.262589744,-0.193315487,-0.31517189,-0.219921575,-0.277006051,-0.264106002,-0.258241133,-0.293691825,-0.216963584,-0.169102932,-0.240184109,-0.649152478,-0.23879665,-0.22370752,-0.235807327,-0.331435792,-0.259267922,-0.247615198,-0.259490619,-0.27141591,-0.281845553,-0.285689193,-0.285962362,-0.281309281,-0.279347591,-0.276702046,-0.252042246,0,7,7
Corner Brook,-0.281084995,-0.273324169,-0.261619702,-0.258260332,-0.258810146,-0.262269703,-0.265807131,-0.260257827,-0.253657853,-0.27716087,-0.247368991,-0.257859701,-0.267876005,-0.269388469,-0.262812577,-0.264554611,-0.26058897,-0.272028371,-0.276130504,-0.26071666,-0.25452763,-0.202329372,-0.296439993,-0.218186608,-0.267969472,-0.257456746,-0.250291669,-0.282297096,-0.231270738,-0.176693303,-0.152917846,-0.639211874,-0.179678116,-0.266601725,-0.255441115,-0.300361013,-0.244250351,-0.259169686,-0.248825383,-0.258683895,-0.26631567,-0.273703565,-0.285678259,-0.284727076,-0.275557957,-0.272480219,-0.240719902,0,7,7
Cornwall,-0.221082388,-0.22081506,-0.221351613,-0.225538934,-0.21373145,-0.221307807,-0.229642895,-0.227816252,-0.221479233,-0.222018333,-0.215222073,-0.206974224,-0.204348218,-0.207094865,-0.197526247,-0.196715633,-0.180701799,-0.179700106,-0.202301376,-0.184348631,-0.227557767,-0.187602703,-0.227604816,-0.202379127,-0.22259192,-0.207350927,-0.218315843,-0.223528391,-0.177188199,-0.157295687,-0.158909261,-0.534835537,-0.078332057,-0.229069296,-0.139221761,-0.237851318,-0.184340683,-0.245365314,-0.193269746,-0.20264731,-0.209066456,-0.218032006,-0.229851968,-0.243173881,-0.247915919,-0.24996381,-0.20934974,0,7,7
Courtenay,-0.237845518,-0.227710195,-0.226232594,-0.237882237,-0.231533891,-0.226235554,-0.219626562,-0.218626318,-0.215180926,-0.227449038,-0.214098055,-0.206647337,-0.195740446,-0.181114594,-0.161197564,-0.15570849,-0.162266298,-0.172835551,-0.206578063,-0.227122377,-0.205289602,-0.175475863,-0.230683498,-0.203150224,-0.208733836,-0.213627986,-0.217366653,-0.190436849,-0.193368017,-0.175934266,-0.20762207,0.320056371,-0.188123621,-0.209186045,-0.105337644,-0.209554749,-0.197511173,-0.218748046,-0.197126103,-0.198088934,-0.210261062,-0.21467155,-0.217635528,-0.214572332,-0.222725998,-0.226603035,-0.199897141,0,4,4
Cowansville,-0.29142487,-0.288970823,-0.284126444,-0.281200245,-0.273281136,-0.277874235,-0.282149569,-0.280077082,-0.278393021,-0.292756739,-0.275581846,-0.287388532,-0.29733641,-0.304373265,-0.298263755,-0.294170881,-0.283000755,-0.27906454,-0.30407903,-0.277928153,-0.278627437,-0.203252996,-0.333864817,-0.222620414,-0.291874854,-0.277253624,-0.271589112,-0.317808067,-0.200334327,-0.176608966,-0.22455433,-0.614360365,-0.179678116,-0.28201683,-0.262407943,-0.367398159,-0.270029176,-0.276444217,-0.271662245,-0.286662891,-0.294251081,-0.301707368,-0.305707539,-0.303435008,-0.29963328,-0.302033007,-0.26471496,0,7,7
Cranbrook,-0.278891688,-0.268815811,-0.264873689,-0.262335951,-0.258706038,-0.262167042,-0.266545176,-0.265129599,-0.261215821,-0.276882372,-0.255911529,-0.265378112,-0.274665234,-0.276769228,-0.280011663,-0.275692354,-0.268541539,-0.27374451,-0.273879616,-0.271744765,-0.261565754,-0.196137671,-0.308313054,-0.209318997,-0.271757798,-0.2644782,-0.254207077,-0.286901815,-0.227600316,-0.176693303,-0.239923613,0.195798826,-0.196569125,-0.261910172,-0.251007679,-0.31507523,-0.257420841,-0.246127987,-0.259671386,-0.270079834,-0.281202303,-0.281992691,-0.284399794,-0.280229977,-0.275780877,-0.271917309,-0.244251642,0,4,4
Dawson Creek,-0.279048353,-0.281147496,-0.275313563,-0.269788512,-0.263286783,-0.266684143,-0.272238671,-0.276091087,-0.272438258,-0.280363593,-0.271310578,-0.283574845,-0.298427536,-0.310720718,-0.313532333,-0.312396278,-0.301436256,-0.300859502,-0.295863289,-0.276015765,-0.276675608,-0.198575012,-0.329552064,-0.207198481,-0.290325085,-0.275684359,-0.264292217,-0.31835439,-0.230821299,-0.176693303,-0.244612546,-0.246558033,-0.264133164,-0.27039965,-0.262407943,-0.342600075,-0.273883953,-0.256538466,-0.276904479,-0.289492228,-0.29948897,-0.300139155,-0.299173164,-0.293901158,-0.285143502,-0.284019879,-0.256716608,0,7,7
Dolbeau-Mistassini,-0.293931506,-0.285523255,-0.282363868,-0.281083799,-0.277341342,-0.281056738,-0.283414791,-0.278748417,-0.27862205,-0.29261749,-0.276930668,-0.282921071,-0.29151707,-0.300535271,-0.297561752,-0.296195925,-0.292037765,-0.284899411,-0.309893825,-0.276015765,-0.27479589,-0.20451015,-0.331890304,-0.22107822,-0.289471589,-0.279869065,-0.26992803,-0.313515532,-0.227150877,-0.176693303,-0.219604901,-0.539805838,-0.145896096,-0.282687052,-0.261457921,-0.351140494,-0.268342711,-0.274575669,-0.272987867,-0.288942079,-0.29719165,-0.300699231,-0.302724454,-0.301096516,-0.295397807,-0.296403904,-0.261598719,0,7,7
Drummondville,-0.150739905,-0.149211729,-0.156814206,-0.175001258,-0.173337607,-0.17285163,-0.172497077,-0.139902907,-0.160442917,-0.154900398,-0.163517239,-0.152384024,-0.145306172,-0.127677901,-0.119779355,-0.119510826,-0.134793786,-0.156875461,-0.186920308,-0.080505959,-0.153551694,-0.189458502,-0.126073254,-0.180788422,-0.138657301,-0.153332005,-0.168364738,-0.141501951,-0.043180357,-0.168428232,-0.068517042,-0.172003506,0.006122991,-0.248952547,-0.130988237,-0.14745664,-0.125234094,-0.226031567,-0.121746382,-0.138437086,-0.116530407,-0.128083792,-0.157121533,-0.185611014,-0.18884221,-0.217877926,-0.179433823,0,1,1
Duncan,-0.252415342,-0.243091652,-0.239926455,-0.2483624,-0.246421313,-0.243277345,-0.242611411,-0.241877959,-0.237740315,-0.246108381,-0.230845925,-0.230401157,-0.227504339,-0.218904079,-0.20998681,-0.216712944,-0.210704673,-0.219171297,-0.23366375,-0.229927213,-0.235268936,-0.183395083,-0.264821797,-0.213752802,-0.239572004,-0.232529578,-0.234274094,-0.240464392,-0.203030963,-0.176524628,-0.205017107,0.170947317,-0.137450591,-0.230856554,-0.210156734,-0.264038507,-0.217989679,-0.238806331,-0.223578299,-0.228661489,-0.2404019,-0.246035808,-0.254284848,-0.25036924,-0.249699277,-0.25052672,-0.210388487,0,4,4
Edmonton,2.306233701,2.054579685,1.870961981,1.758006616,1.775248893,2.045763741,2.1504488,1.977435768,1.779320974,2.221241624,1.618950704,1.614115647,1.737007592,1.724744933,1.520978427,1.385856344,1.355951432,1.351782113,2.121627981,1.770048215,1.657193357,1.295566157,2.249902983,0.761877196,1.823148794,1.683230855,1.797644315,1.933587479,1.329482421,0.344849547,0.317538488,5.837091354,-0.044550038,1.78785196,2.153497919,2.793174332,1.294930206,2.014280639,1.636089409,1.702989537,1.731158104,1.825461474,2.01754688,2.080746984,2.020960373,2.199540093,1.505206225,2,9,29
Edmundston,-0.291738199,-0.282606083,-0.276262643,-0.273631238,-0.270262009,-0.274075763,-0.27635064,-0.271883647,-0.265338349,-0.290807255,-0.262992843,-0.269191798,-0.274543998,-0.278983455,-0.276326145,-0.279995573,-0.271071902,-0.266193499,-0.290311099,-0.265178899,-0.268353891,-0.202055705,-0.317860866,-0.212981706,-0.278810372,-0.2671037,-0.262631135,-0.297125853,-0.221233258,-0.174584867,-0.221167878,-0.296261051,-0.213460135,-0.273974167,-0.261774595,-0.326239513,-0.256135915,-0.270800441,-0.258164997,-0.271651688,-0.279823911,-0.28927368,-0.297326492,-0.29354139,-0.287372699,-0.294715174,-0.25214612,0,7,7
Elliot Lake,-0.303018063,-0.298783131,-0.293481657,-0.287604789,-0.281713871,-0.285163194,-0.290373506,-0.290042071,-0.286867106,-0.303061152,-0.281539143,-0.291311181,-0.296730228,-0.300092425,-0.291594722,-0.289108271,-0.281916314,-0.293308491,-0.305241989,-0.282390392,-0.284064677,-0.20091828,-0.343542531,-0.223777058,-0.299017271,-0.282454329,-0.278114791,-0.318822666,-0.233892468,-0.166994495,-0.250603961,-0.649152478,-0.281024174,-0.258559062,-0.213640148,-0.369250299,-0.268423018,-0.276749286,-0.270396878,-0.293343269,-0.30638093,-0.312124782,-0.314372688,-0.311170018,-0.306766709,-0.305129013,-0.263468464,0,7,7
Essa,-0.268551813,-0.268815811,-0.267178596,-0.26734314,-0.259643009,-0.257341956,-0.260219071,-0.26568321,-0.261215821,-0.269223686,-0.259733191,-0.271262086,-0.292608196,-0.308063645,-0.309846814,-0.310877495,-0.306496982,-0.310469879,-0.281720209,-0.278501869,-0.269988428,-0.195094318,-0.317627042,-0.220499898,-0.278742991,-0.274467173,-0.246554235,-0.312422887,-0.243705227,-0.175765591,-0.245133539,-0.529865235,-0.255687659,-0.264591059,-0.232640588,-0.333390827,-0.267539632,-0.256080862,-0.272686589,-0.28634852,-0.291126725,-0.290057786,-0.280706452,-0.273934038,-0.272214162,-0.273324585,-0.249549253,0,7,7
